id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
731,pikipek,Woodpecker Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/731.png,normal,flying,0.3,1.2,35,75,30,30,30,65,265,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.,,732,level-up&level:14&needs_overworld_rain:true&turn_upside_down:true,0,0
732,trumbeak,Bugle Beak Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/732.png,normal,flying,0.6,14.8,55,85,50,40,50,75,355,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.",731,733,level-up&level:28&needs_overworld_rain:true&turn_upside_down:true,0,0
733,toucannon,Cannon Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/733.png,normal,flying,1.1,26.0,80,120,75,75,75,60,485,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.",732,,,0,0
734,yungoos,Loitering Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/734.png,normal,,0.4,6.0,48,70,30,30,30,45,253,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.",,735,level-up&level:20&time:day&needs_overworld_rain:true&turn_upside_down:true,0,0
735,gumshoos,Stakeout Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/735.png,normal,,0.7,14.2,88,110,60,55,60,45,418,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall.",734,,,0,0
736,grubbin,Larva Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/736.png,bug,,0.4,4.4,47,62,45,55,45,46,300,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.,,737,level-up&level:20&needs_overworld_rain:true&turn_upside_down:true,0,0
737,charjabug,Battery Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/737.png,bug,electric,0.5,10.5,57,82,95,55,75,36,400,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",736,738,"level-up&needs_overworld_rain:true&turn_upside_down:true, use-item&use_item:thunder-stone&needs_overworld_rain:true&turn_upside_down:true",0,0
738,vikavolt,Stag Beetle Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/738.png,bug,electric,1.5,45.0,77,70,90,145,75,43,500,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",737,,,0,0
739,crabrawler,Boxing Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/739.png,fighting,,0.6,7.0,47,82,57,42,47,63,338,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",,740,level-up&location:mount-lanakila&needs_overworld_rain:true&turn_upside_down:true,0,0
740,crabominable,Woolly Crab Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/740.png,fighting,ice,1.7,180.0,97,132,77,62,67,43,478,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",739,,,0,0
741,oricorio-baile,Dancing Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/741.png,fire,flying,0.6,3.4,75,70,70,98,70,93,476,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",,,,0,0
742,cutiefly,Bee Fly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/742.png,bug,fairy,0.1,0.2,40,45,40,55,40,84,304,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",,743,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
743,ribombee,Bee Fly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/743.png,bug,fairy,0.2,0.5,60,55,60,95,70,124,464,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",742,,,0,0
744,rockruff,Puppy Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/744.png,rock,,0.5,9.2,45,65,40,30,40,60,280,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",,745,"level-up&level:25&time:day&needs_overworld_rain:true&turn_upside_down:true, level-up&level:25&time:night&needs_overworld_rain:true&turn_upside_down:true, level-up&level:25&time:dusk&needs_overworld_rain:true&turn_upside_down:true",0,0
745,lycanroc-midday,Wolf Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/745.png,rock,,0.8,25.0,75,115,65,55,65,112,487,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",744,,,0,0
746,wishiwashi-solo,Small Fry Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/746.png,water,,0.2,0.3,45,20,20,25,25,40,175,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",,,,0,0
747,mareanie,Brutal Star Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/747.png,poison,water,0.4,8.0,50,53,62,43,52,45,305,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",,748,level-up&level:38&needs_overworld_rain:true&turn_upside_down:true,0,0
748,toxapex,Brutal Star Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/748.png,poison,water,0.7,14.5,50,63,152,53,142,35,495,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,747,,,0,0
749,mudbray,Donkey Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/749.png,ground,,1.0,110.0,70,100,70,45,55,45,385,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,,750,level-up&level:30&needs_overworld_rain:true&turn_upside_down:true,0,0
750,mudsdale,Draft Horse Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/750.png,ground,,2.5,920.0,100,125,100,55,85,35,500,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",749,,,0,0
751,dewpider,Water Bubble Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/751.png,water,bug,0.3,4.0,38,40,52,40,72,27,269,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,,752,level-up&level:22&needs_overworld_rain:true&turn_upside_down:true,0,0
752,araquanid,Water Bubble Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/752.png,water,bug,1.8,82.0,68,70,92,50,132,42,454,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",751,,,0,0
753,fomantis,Sickle Grass Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/753.png,grass,,0.3,1.5,40,55,35,50,35,35,250,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",,754,level-up&level:34&time:day&needs_overworld_rain:true&turn_upside_down:true,0,0
754,lurantis,Bloom Sickle Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/754.png,grass,,0.9,18.5,70,105,90,80,90,45,480,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",753,,,0,0
755,morelull,Illuminating Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/755.png,grass,fairy,0.2,1.5,40,35,55,65,75,15,285,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,,756,level-up&level:24&needs_overworld_rain:true&turn_upside_down:true,0,0
756,shiinotic,Illuminating Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/756.png,grass,fairy,1.0,11.5,60,45,80,90,100,30,405,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,755,,,0,0
757,salandit,Toxic Lizard Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/757.png,poison,fire,0.6,4.8,48,44,40,71,40,77,320,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",,758,level-up&level:33&gender:1&needs_overworld_rain:true&turn_upside_down:true,0,0
758,salazzle,Toxic Lizard Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/758.png,poison,fire,1.2,22.2,68,64,60,111,60,117,480,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",757,,,0,0
759,stufful,Flailing Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/759.png,normal,fighting,0.5,6.8,70,75,50,45,50,50,340,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",,760,level-up&level:27&needs_overworld_rain:true&turn_upside_down:true,0,0
760,bewear,Strong Arm Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/760.png,normal,fighting,2.1,135.0,120,125,80,55,60,60,500,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,759,,,0,0
761,bounsweet,Fruit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/761.png,grass,,0.3,3.2,42,30,38,30,38,32,210,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,,762,level-up&level:18&needs_overworld_rain:true&turn_upside_down:true,0,0
762,steenee,Fruit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/762.png,grass,,0.7,8.2,52,40,48,40,48,62,290,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",761,763,level-up&known_move:stomp&needs_overworld_rain:true&turn_upside_down:true,0,0
763,tsareena,Fruit Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/763.png,grass,,1.2,21.4,72,120,98,50,98,72,510,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",762,,,0,0
764,comfey,Posy Picker Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/764.png,fairy,,0.1,0.3,51,52,90,82,110,100,485,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",,,,0,0
765,oranguru,Sage Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/765.png,normal,psychic,1.5,76.0,90,60,80,90,110,60,490,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers.",,,,0,0
766,passimian,Teamwork Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/766.png,fighting,,2.0,82.8,100,120,90,40,60,80,490,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,,,,0,0
767,wimpod,Turn Tail Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/767.png,bug,water,0.5,12.0,25,35,40,20,30,80,230,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",,768,level-up&level:30&needs_overworld_rain:true&turn_upside_down:true,0,0
768,golisopod,Hard Scale Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/768.png,bug,water,2.0,108.0,75,125,140,60,90,40,530,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",767,,,0,0
769,sandygast,Sand Heap Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/769.png,ghost,ground,0.5,70.0,55,55,80,70,45,15,320,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",,770,level-up&level:42&needs_overworld_rain:true&turn_upside_down:true,0,0
770,palossand,Sand Castle Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/770.png,ghost,ground,1.3,250.0,85,75,110,100,75,35,480,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",769,,,0,0
771,pyukumuku,Sea Cucumber Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/771.png,water,,0.3,1.2,55,60,130,30,130,5,410,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",,,,0,0
772,type-null,Synthetic Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/772.png,normal,,1.9,120.5,95,95,95,95,95,59,534,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,,773,level-up&min_happiness:160&needs_overworld_rain:true&turn_upside_down:true,1,0
773,silvally,Synthetic Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/773.png,normal,,2.3,100.5,95,95,95,95,95,95,570,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",772,,,1,0
774,minior-red-meteor,Meteor Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/774.png,rock,flying,0.3,40.0,60,60,100,60,100,60,440,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",,,,0,0
775,komala,Drowsing Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/775.png,normal,,0.4,19.9,65,115,65,75,95,65,480,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",,,,0,0
776,turtonator,Blast Turtle Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/776.png,fire,dragon,2.0,212.0,60,78,135,91,85,36,485,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,,,,0,0
777,togedemaru,Roly-Poly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/777.png,electric,steel,0.3,3.3,65,98,63,40,73,96,435,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",,,,0,0
778,mimikyu-disguised,Disguise Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/778.png,ghost,fairy,0.2,0.7,55,90,80,50,105,96,476,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,,,,0,0
779,bruxish,Gnash Teeth Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/779.png,water,psychic,0.9,19.0,68,105,70,70,70,92,475,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",,,,0,0
780,drampa,Placid Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/780.png,normal,dragon,3.0,185.0,78,60,85,135,91,36,485,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",,,,0,0
781,dhelmise,Sea Creeper Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/781.png,ghost,grass,3.9,210.0,70,131,100,86,90,40,517,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",,,,0,0
782,jangmo-o,Scaly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/782.png,dragon,,0.6,29.7,45,55,65,45,45,45,300,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,,783,level-up&level:35&needs_overworld_rain:true&turn_upside_down:true,0,0
783,hakamo-o,Scaly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/783.png,dragon,fighting,1.2,47.0,55,75,90,65,70,65,420,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,782,784,level-up&level:45&needs_overworld_rain:true&turn_upside_down:true,0,0
784,kommo-o,Scaly Pokémon,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/784.png,dragon,fighting,1.6,78.2,75,110,125,100,105,85,600,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",783,,,0,0
