id,double_damage_from,half_damage_from,no_damage_from,double_damage_to,half_damage_to,no_damage_to
717,"electric,fairy,ice,rock","dark,ghost,grass","ground,psychic","bug,fighting,ghost,grass,psychic","dark,electric,fairy,fighting,rock,steel",
718,"dragon,fairy,ice","fire,poison,rock",electric,"dragon,electric,fire,poison,rock,steel","bug,grass,steel","fairy,flying"
719,"grass,ground,steel,water","bug,dark,fire,flying,normal",dragon,"bug,dark,dragon,fighting,fire,flying,ice","fighting,fire,ground,poison,steel",
720,"dark,ghost","poison,psychic","fighting,normal","fighting,ghost,poison,psychic","dark,psychic,steel","dark,normal"
721,"electric,ground,rock","bug,fairy,fire,ice,steel",,"bug,fire,grass,ground,ice,rock,steel","dragon,fire,grass,rock,water",
722,"fire,flying,ice,poison,rock","fighting,grass,water",ground,"bug,fighting,grass,ground,rock,water","bug,dragon,electric,fire,flying,grass,poison,rock,steel",
723,"fire,flying,ice,poison,rock","fighting,grass,water",ground,"bug,fighting,grass,ground,rock,water","bug,dragon,electric,fire,flying,grass,poison,rock,steel",
724,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
725,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
726,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
727,"fighting,ground,rock,water","dark,fire,ghost,grass,ice,steel",psychic,"bug,ghost,grass,ice,psychic,steel","dark,dragon,fairy,fighting,fire,rock,water",
728,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
729,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
730,"electric,grass,poison","bug,dark,fighting,fire,ice,water",dragon,"dark,dragon,fighting,fire,ground,rock","dragon,fire,grass,poison,steel,water",
731,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
732,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
733,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
734,fighting,,ghost,,"rock,steel",ghost
735,fighting,,ghost,,"rock,steel",ghost
736,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
737,"fire,rock","electric,fighting,grass,steel",,"dark,flying,grass,psychic,water","dragon,electric,fairy,fighting,fire,flying,ghost,grass,poison,steel",ground
738,"fire,rock","electric,fighting,grass,steel",,"dark,flying,grass,psychic,water","dragon,electric,fairy,fighting,fire,flying,ghost,grass,poison,steel",ground
739,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
740,"fairy,fighting,fire,flying,psychic,steel","bug,dark,ice",,"dark,dragon,flying,grass,ground,ice,normal,rock,steel","bug,fairy,fire,flying,ice,poison,psychic,steel,water",ghost
741,"electric,rock,water","bug,fairy,fighting,fire,grass,steel",ground,"bug,fighting,grass,ice,steel","dragon,electric,fire,rock,steel,water",
742,"fire,flying,poison,rock,steel","bug,dark,fighting,grass,ground",dragon,"dark,dragon,fighting,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
743,"fire,flying,poison,rock,steel","bug,dark,fighting,grass,ground",dragon,"dark,dragon,fighting,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
744,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
745,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
746,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
747,"electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",,"fairy,fire,grass,ground,rock","dragon,ghost,grass,ground,poison,rock,water",steel
748,"electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",,"fairy,fire,grass,ground,rock","dragon,ghost,grass,ground,poison,rock,water",steel
749,"grass,ice,water","poison,rock",electric,"electric,fire,poison,rock,steel","bug,grass",flying
750,"grass,ice,water","poison,rock",electric,"electric,fire,poison,rock,steel","bug,grass",flying
751,"electric,flying,rock","fighting,ground,ice,steel,water",,"dark,fire,grass,ground,psychic,rock","dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel,water",
752,"electric,flying,rock","fighting,ground,ice,steel,water",,"dark,fire,grass,ground,psychic,rock","dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel,water",
753,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
754,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
755,"fire,flying,ice,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"dark,dragon,fighting,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
756,"fire,flying,ice,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"dark,dragon,fighting,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
757,"ground,psychic,rock,water","bug,fairy,fighting,fire,grass,ice,poison,steel",,"bug,fairy,grass,ice,steel","dragon,fire,ghost,ground,poison,rock,water",steel
758,"ground,psychic,rock,water","bug,fairy,fighting,fire,grass,ice,poison,steel",,"bug,fairy,grass,ice,steel","dragon,fire,ghost,ground,poison,rock,water",steel
759,"fairy,fighting,flying,psychic","bug,dark,rock",ghost,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic,rock,steel",ghost
760,"fairy,fighting,flying,psychic","bug,dark,rock",ghost,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic,rock,steel",ghost
761,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
762,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
763,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
764,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
765,"bug,dark",psychic,ghost,"fighting,poison","psychic,rock,steel","dark,ghost"
766,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
767,"electric,flying,rock","fighting,ground,ice,steel,water",,"dark,fire,grass,ground,psychic,rock","dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel,water",
768,"electric,flying,rock","fighting,ground,ice,steel,water",,"dark,fire,grass,ground,psychic,rock","dragon,fairy,fighting,fire,flying,ghost,grass,poison,steel,water",
769,"dark,ghost,grass,ice,water","bug,poison,rock","electric,fighting,normal","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,grass","flying,normal"
770,"dark,ghost,grass,ice,water","bug,poison,rock","electric,fighting,normal","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,grass","flying,normal"
771,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
772,fighting,,ghost,,"rock,steel",ghost
773,fighting,,ghost,,"rock,steel",ghost
774,"electric,ice,rock,steel,water","bug,fire,flying,normal,poison",ground,"bug,fighting,fire,flying,grass,ice","electric,fighting,ground,rock,steel",
775,fighting,,ghost,,"rock,steel",ghost
776,"dragon,ground,rock","bug,electric,fire,grass,steel",,"bug,dragon,grass,ice,steel","dragon,fire,rock,steel,water",fairy
777,"fighting,fire,ground","bug,dragon,electric,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,flying,ice,rock,water","dragon,electric,fire,grass,steel,water",ground
778,"ghost,steel",bug,"dragon,fighting,normal","dark,dragon,fighting,ghost,psychic","dark,fire,poison,steel",normal
779,"bug,dark,electric,ghost,grass","fighting,fire,ice,psychic,steel,water",,"fighting,fire,ground,poison,rock","dragon,grass,psychic,steel,water",dark
780,"dragon,fairy,fighting,ice","electric,fire,grass,water",ghost,dragon,"rock,steel","fairy,ghost"
781,"dark,fire,flying,ghost,ice","electric,grass,ground,water","fighting,normal","ghost,ground,psychic,rock,water","bug,dark,dragon,fire,flying,grass,poison,steel",normal
782,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
783,"dragon,fairy,flying,ice,psychic","bug,dark,electric,fire,grass,rock,water",,"dark,dragon,ice,normal,rock,steel","bug,fairy,flying,poison,psychic,steel","fairy,ghost"
784,"dragon,fairy,flying,ice,psychic","bug,dark,electric,fire,grass,rock,water",,"dark,dragon,ice,normal,rock,steel","bug,fairy,flying,poison,psychic,steel","fairy,ghost"
785,"ground,poison","bug,dark,electric,fighting,flying",dragon,"dark,dragon,fighting,flying,water","dragon,electric,fire,grass,poison,steel",ground
786,"ghost,poison,steel","fighting,psychic",dragon,"dark,dragon,fighting,poison","fire,poison,psychic,steel",dark
787,"fire,flying,ice,poison,steel","dark,electric,fighting,grass,ground,water",dragon,"dark,dragon,fighting,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
788,"electric,grass,poison","bug,dark,fighting,fire,ice,water",dragon,"dark,dragon,fighting,fire,ground,rock","dragon,fire,grass,poison,steel,water",
789,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
790,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
791,"dark,fire,ghost,ground","dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,fighting,ice,poison,rock","electric,fire,psychic,steel,water",dark
792,"dark,ghost","poison,psychic","fighting,normal","fighting,ghost,poison,psychic","dark,psychic,steel","dark,normal"
793,"ground,psychic,steel,water","bug,fairy,fire,flying,normal,poison",,"bug,fairy,fire,flying,grass,ice","fighting,ghost,ground,poison,rock,steel",steel
794,"fairy,fire,flying,psychic","bug,dark,fighting,grass,ground",,"dark,grass,ice,normal,psychic,rock,steel","bug,fairy,fighting,fire,flying,ghost,poison,psychic,steel",ghost
795,"fairy,fire,flying,psychic","bug,dark,fighting,grass,ground",,"dark,grass,ice,normal,psychic,rock,steel","bug,fairy,fighting,fire,flying,ghost,poison,psychic,steel",ghost
796,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
797,"electric,fire","bug,dragon,fairy,flying,grass,normal,psychic,steel","ground,poison","bug,fairy,fighting,grass,ice,rock","electric,fire,rock,steel,water",
798,"fighting,fire","dragon,electric,fairy,grass,normal,psychic,rock,steel,water",poison,"fairy,ground,ice,rock,water","bug,dragon,electric,fire,flying,grass,poison,steel,water",
799,"bug,dragon,fairy,fighting,ice","dark,electric,fire,ghost,grass,water",psychic,"dragon,ghost,psychic","dark,fairy,fighting,steel",fairy
800,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
801,"fire,ground","bug,dark,fairy,flying,grass,ice,normal,psychic,rock","dragon,poison","dark,dragon,fairy,fighting,ice,rock","electric,fire,poison,steel,water",
802,"fairy,flying,ghost,psychic","bug,poison,rock","fighting,normal","dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,flying,poison,psychic","ghost,normal"
803,"ground,psychic","bug,fairy,fighting,grass,poison",,"fairy,grass","ghost,ground,poison,rock",steel
804,"dragon,ground,ice,psychic","bug,electric,fighting,fire,grass,poison,water",,"dragon,fairy,grass","ghost,ground,poison,rock,steel","fairy,steel"
805,"fighting,ground,water","bug,dragon,fairy,flying,ice,normal,psychic,rock",poison,"bug,fairy,fire,flying,ice,rock","electric,fighting,fire,ground,steel,water",
806,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
807,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
808,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
809,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
810,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
811,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
812,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
813,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
814,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
815,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
816,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
817,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
818,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
819,fighting,,ghost,,"rock,steel",ghost
820,fighting,,ghost,,"rock,steel",ghost
821,"electric,ice,rock","bug,fighting,grass",ground,"bug,fighting,grass","electric,rock,steel",
822,"electric,ice,rock","bug,fighting,grass",ground,"bug,fighting,grass","electric,rock,steel",
823,"electric,fire","bug,dragon,fairy,flying,grass,normal,psychic,steel","ground,poison","bug,fairy,fighting,grass,ice,rock","electric,fire,rock,steel,water",
824,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
825,"bug,dark,fire,flying,ghost,rock","fighting,grass,ground,psychic",,"dark,fighting,grass,poison,psychic","fairy,fighting,fire,flying,ghost,poison,psychic,steel",dark
826,"bug,dark,fire,flying,ghost,rock","fighting,grass,ground,psychic",,"dark,fighting,grass,poison,psychic","fairy,fighting,fire,flying,ghost,poison,psychic,steel",dark
827,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
828,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
829,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
830,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
831,fighting,,ghost,,"rock,steel",ghost
832,fighting,,ghost,,"rock,steel",ghost
833,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
834,"electric,fighting,grass,ground","fire,flying,ice,normal,poison",,"bug,fire,flying,ground,ice,rock","dragon,fighting,grass,ground,steel,water",
835,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
836,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
837,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
838,"fighting,ground,rock,water","bug,fairy,fire,flying,ice,normal,poison",,"bug,fire,flying,grass,ice,steel","dragon,fighting,fire,ground,rock,steel,water",
839,"fighting,ground,rock,water","bug,fairy,fire,flying,ice,normal,poison",,"bug,fire,flying,grass,ice,steel","dragon,fighting,fire,ground,rock,steel,water",
840,"bug,dragon,fairy,flying,ice,poison","electric,grass,ground,water",,"dragon,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",fairy
841,"bug,dragon,fairy,flying,ice,poison","electric,grass,ground,water",,"dragon,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",fairy
842,"bug,dragon,fairy,flying,ice,poison","electric,grass,ground,water",,"dragon,ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",fairy
843,"grass,ice,water","poison,rock",electric,"electric,fire,poison,rock,steel","bug,grass",flying
844,"grass,ice,water","poison,rock",electric,"electric,fire,poison,rock,steel","bug,grass",flying
845,"electric,rock","bug,fighting,fire,steel,water",ground,"bug,fighting,fire,grass,ground,rock","dragon,electric,grass,rock,steel,water",
846,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
847,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
848,"ground,psychic","bug,electric,fairy,fighting,flying,grass,poison,steel",,"fairy,flying,grass,water","dragon,electric,ghost,grass,ground,poison,rock","ground,steel"
849,"ground,psychic","bug,electric,fairy,fighting,flying,grass,poison,steel",,"fairy,flying,grass,water","dragon,electric,ghost,grass,ground,poison,rock","ground,steel"
850,"flying,rock,water","bug,fairy,fighting,grass,ice,steel",,"bug,dark,grass,ice,psychic,steel","dragon,fairy,fighting,fire,flying,ghost,poison,rock,steel,water",
851,"flying,rock,water","bug,fairy,fighting,grass,ice,steel",,"bug,dark,grass,ice,psychic,steel","dragon,fairy,fighting,fire,flying,ghost,poison,rock,steel,water",
852,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
853,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
854,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
855,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
856,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
857,"bug,dark,ghost","fighting,psychic",,"fighting,poison","psychic,steel",dark
858,"ghost,poison,steel","fighting,psychic",dragon,"dark,dragon,fighting,poison","fire,poison,psychic,steel",dark
859,"fairy,poison,steel","dark,ghost","dragon,psychic","dark,dragon,fighting,ghost,psychic","dark,fairy,fighting,fire,poison,steel",
860,"fairy,poison,steel","dark,ghost","dragon,psychic","dark,dragon,fighting,ghost,psychic","dark,fairy,fighting,fire,poison,steel",
861,"fairy,poison,steel","dark,ghost","dragon,psychic","dark,dragon,fighting,ghost,psychic","dark,fairy,fighting,fire,poison,steel",
862,"bug,fairy,fighting",dark,"ghost,psychic","ghost,psychic","dark,fairy,fighting,rock,steel",ghost
863,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
864,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
865,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
866,"bug,dark,fire,ghost,rock,steel","ice,psychic",,"dragon,fighting,flying,grass,ground,poison","fire,ice,psychic,steel,water",dark
867,"dark,ghost,grass,ice,water","bug,poison,rock","electric,fighting,normal","electric,fire,ghost,poison,psychic,rock,steel","bug,dark,grass","flying,normal"
868,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
869,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
870,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
871,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
872,"fire,flying,rock,steel","grass,ground,ice",,"dark,dragon,flying,grass,ground,psychic","fairy,fighting,fire,flying,ghost,ice,poison,steel,water",
873,"fire,flying,rock,steel","grass,ground,ice",,"dark,dragon,flying,grass,ground,psychic","fairy,fighting,fire,flying,ghost,ice,poison,steel,water",
874,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
875,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
876,"bug,dark",psychic,ghost,"fighting,poison","psychic,rock,steel","dark,ghost"
877,"bug,fairy,fighting,ground","dark,electric,flying,ghost,steel",psychic,"flying,ghost,psychic,water","dark,dragon,electric,fairy,fighting,grass",ground
878,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
879,"fighting,fire,ground","bug,dragon,fairy,flying,grass,ice,normal,psychic,rock,steel",poison,"fairy,ice,rock","electric,fire,steel,water",
880,"dragon,fairy,ground,ice","electric,fire,flying,grass,steel,water",,"dragon,flying,water","dragon,electric,grass,steel","fairy,ground"
881,"fighting,fire,ground,rock","electric,flying,ice",,"dragon,flying,grass,ground,water","dragon,electric,fire,grass,ice,steel,water",ground
882,"dragon,fairy","fire,steel,water",,"dragon,fire,ground,rock","dragon,grass,steel,water",fairy
883,"electric,fighting,grass,rock","ice,water",,"dragon,fire,flying,grass,ground,rock","dragon,fire,grass,ice,steel,water",
884,"fighting,ground","bug,electric,flying,grass,normal,psychic,rock,steel,water",poison,"dragon,fairy,ice,rock","electric,fire,steel,water",fairy
885,"dark,dragon,fairy,ghost,ice","bug,electric,fire,grass,poison,water","fighting,normal","dragon,ghost,psychic","dark,steel","fairy,normal"
886,"dark,dragon,fairy,ghost,ice","bug,electric,fire,grass,poison,water","fighting,normal","dragon,ghost,psychic","dark,steel","fairy,normal"
887,"dark,dragon,fairy,ghost,ice","bug,electric,fire,grass,poison,water","fighting,normal","dragon,ghost,psychic","dark,steel","fairy,normal"
888,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
889,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
890,"dragon,ground,ice,psychic","bug,electric,fighting,fire,grass,poison,water",,"dragon,fairy,grass","ghost,ground,poison,rock,steel","fairy,steel"
891,"fairy,flying,psychic","bug,dark,rock",,"dark,ice,normal,rock,steel","bug,fairy,flying,poison,psychic",ghost
892,"fairy,fighting,flying","dark,ghost,rock",psychic,"dark,ghost,ice,normal,psychic,rock,steel","bug,dark,fairy,fighting,flying,poison,psychic",ghost
893,"bug,fairy,fighting,fire,flying,ice,poison","dark,electric,ghost,grass,ground,water",psychic,"ghost,ground,psychic,rock,water","bug,dark,dragon,fairy,fighting,fire,flying,grass,poison,steel",
894,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
895,"dragon,fairy,ice","electric,fire,grass,water",,dragon,steel,fairy
896,"fighting,fire,rock,steel",ice,,"dragon,flying,grass,ground","fire,ice,steel,water",
897,"dark,ghost","bug,poison","fighting,normal","ghost,psychic",dark,normal
898,"bug,dark,fire,flying,ghost,ice,poison","electric,fighting,grass,ground,psychic,water",,"fighting,ground,poison,rock,water","bug,dragon,fire,flying,grass,poison,psychic,steel",dark
899,"bug,dark",psychic,ghost,"fighting,poison","psychic,rock,steel","dark,ghost"
900,"rock,steel,water","normal,poison",,"bug,dark,fire,flying,grass,ice,psychic","fairy,fighting,fire,flying,ghost,ground,poison,steel",
901,"fighting,grass,ice,water","poison,rock","electric,ghost","electric,fire,poison,rock,steel","bug,grass,rock,steel","flying,ghost"
902,"dark,electric,ghost,grass","bug,fire,ice,poison,steel,water","fighting,normal","fire,ghost,ground,psychic,rock","dark,dragon,grass,water",normal
903,"flying,ground,psychic","bug,dark,fighting,grass,poison,rock",,"dark,fairy,grass,ice,normal,rock,steel","bug,fairy,flying,ghost,ground,poison,psychic,rock","ghost,steel"
904,ground,"dark,ghost,grass,poison",psychic,"fairy,ghost,grass,psychic","dark,fairy,fighting,ghost,ground,poison,rock",steel
905,"electric,ice,poison,rock,steel","bug,dark,fighting,grass","dragon,ground","bug,dark,dragon,fighting,grass","electric,fire,poison,rock,steel",
906,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
907,"bug,fire,flying,ice,poison","electric,grass,ground,water",,"ground,rock,water","bug,dragon,fire,flying,grass,poison,steel",
908,"bug,fairy,fighting,fire,flying,ice,poison","dark,electric,ghost,grass,ground,water",psychic,"ghost,ground,psychic,rock,water","bug,dark,dragon,fairy,fighting,fire,flying,grass,poison,steel",
909,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
910,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
911,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
912,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
913,"electric,grass","fire,ice,steel,water",,"fire,ground,rock","dragon,grass,water",
914,"electric,fairy,flying,grass,psychic","bug,dark,fire,ice,rock,steel,water",,"dark,fire,ground,ice,normal,rock,steel","bug,dragon,fairy,flying,grass,poison,psychic,water",ghost
915,fighting,,ghost,,"rock,steel",ghost
916,fighting,,ghost,,"rock,steel",ghost
917,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
918,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
919,"fire,flying,rock","fighting,grass,ground",,"dark,grass,psychic","fairy,fighting,fire,flying,ghost,poison,steel",
920,"bug,fairy,fire,flying,rock","dark,ghost,grass,ground",psychic,"dark,ghost,grass,psychic","dark,fairy,fighting,fire,flying,ghost,poison,steel",
921,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
922,"fairy,ground,psychic","bug,dark,electric,rock,steel",,"dark,flying,ice,normal,rock,steel,water","bug,dragon,electric,fairy,flying,grass,poison,psychic","ghost,ground"
923,"fairy,ground,psychic","bug,dark,electric,rock,steel",,"dark,flying,ice,normal,rock,steel,water","bug,dragon,electric,fairy,flying,grass,poison,psychic","ghost,ground"
924,fighting,,ghost,,"rock,steel",ghost
925,fighting,,ghost,,"rock,steel",ghost
926,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
927,"poison,steel","bug,dark,fighting",dragon,"dark,dragon,fighting","fire,poison,steel",
928,"bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"ground,rock,water","bug,dragon,fire,flying,grass,poison,rock,steel",ghost
929,"bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"ground,rock,water","bug,dragon,fire,flying,grass,poison,rock,steel",ghost
930,"bug,fighting,fire,flying,ice,poison","electric,grass,ground,water",ghost,"ground,rock,water","bug,dragon,fire,flying,grass,poison,rock,steel",ghost
931,"electric,ice,rock","bug,grass","ghost,ground","bug,fighting,grass","electric,rock,steel",ghost
932,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
933,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
934,"fighting,grass,ground,steel,water","fire,flying,normal,poison",,"bug,fire,flying,ice","fighting,ground,steel",
935,"ground,rock,water","bug,fairy,fire,grass,ice,steel",,"bug,grass,ice,steel","dragon,fire,rock,water",
936,"dark,ghost,ground,rock,water","fairy,fighting,fire,grass,ice,psychic,steel",,"bug,fighting,grass,ice,poison,steel","dragon,fire,psychic,rock,steel,water",dark
937,"dark,ghost,ground,rock,water","bug,fairy,fire,grass,ice,poison,steel","fighting,normal","bug,ghost,grass,ice,psychic,steel","dark,dragon,fire,rock,water",normal
938,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
939,ground,"electric,flying,steel",,"flying,water","dragon,electric,grass",ground
940,"ice,rock","bug,fighting,flying,grass,steel",ground,"bug,fighting,flying,grass,water","dragon,electric,grass,rock,steel",ground
941,"ice,rock","bug,fighting,flying,grass,steel",ground,"bug,fighting,flying,grass,water","dragon,electric,grass,rock,steel",ground
942,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
943,"bug,fairy,fighting","dark,ghost",psychic,"ghost,psychic","dark,fairy,fighting",
